Client ID,Date,Source,Medium,Session Duration Bucket,Users,Revenue
1004778441.1679598362,20230323,l.instagram.com,referral,0,1,0.0
1004917693.1677181540,20230223,ig,perfil,24,1,0.0
1004969354.1672173835,20230111,google,organic,147,1,0.0
1004991105.1680213501,20230330,Instagram_Stories,01 H-M | 18 - 55 | NORDESTE | COMPORTAMENTO | IG E FB,0,1,0.0
1005208208.1680108905,20230329,google,organic,483,1,0.0
1005274496.1678581238,20230311,google,organic,0,1,0.0
1005609848.1676770796,20230218,IGShopping,Social,3,1,0.0
100575114.1675523942,20230204,FBADS,Feed_Story,0,1,0.0
1005851835.1678132879,20230306,ig,perfil,0,1,0.0
1005957338.1677430539,20230226,ig,perfil,15,1,0.0
1005973109.1679074524,20230317,ig,story,0,1,0.0
1005973109.1679074524,20230317,l.instagram.com,referral,0,1,0.0
1006053601.1676508200,20230215,ig,perfil,0,1,0.0
1006056128.1673993186,20230117,google,organic,0,1,0.0
1006056128.1673993186,20230117,google,organic,91,1,0.0
1006056128.1673993186,20230118,google,organic,0,1,0.0
1006185891.1673098527,20230107,insta,story,131,1,0.0
1006195027.1678668470,20230312,google,organic,0,1,0.0
1006220564.1678929680,20230315,google,organic,264,1,0.0
1006619879.1679765477,20230325,Instagram_Stories,01 H-M | 18 - 55 | NORDESTE | COMPORTAMENTO | IG E FB,0,1,0.0
1006713214.1679460269,20230322,(direct),(none),0,1,0.0
1006740079.1679095061,20230317,ig,story,0,1,0.0
1006873256.1679704828,20230324,Instagram_Feed,01 H-M | 18 - 55 | NORDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1006890391.1676026297,20230210,FBADS,REELS,130,1,0.0
1006962499.1677523535,20230227,(direct),(none),0,1,0.0
1007066129.1678732881,20230316,l.instagram.com,referral,0,1,0.0
1007088605.1677536140,20230227,ig,perfil,0,1,0.0
1007147026.1678961253,20230316,FBADS,Feed,0,1,0.0
100717758.1672675872,20230102,ig,perfil,254,1,0.0
1007191495.1673313147,20230109,(direct),(none),0,1,0.0
1007191495.1673313147,20230109,(direct),(none),12,1,0.0
1007418176.1677884863,20230303,google,organic,80,1,0.0
100748325.1675438721,20230203,insta,story,0,1,0.0
1007494064.1680037048,20230328,l.instagram.com,referral,0,1,0.0
1007625432.1674490153,20230123,(direct),(none),0,1,0.0
1007780319.1680077903,20230329,Others,00 18-55 | HM | SALVADOR | COMPORTAMENTO | FB E IG,0,1,0.0
1007822230.1679607027,20230323,Facebook_Right_Column,00+18-55+|+HM+|+SALVADOR+|+LAL1%+PURCHASE+|+FB+E+IG,0,1,0.0
1007910377.1679314506,20230320,google,organic,20,1,0.0
1007910377.1679314506,20230324,google,organic,0,1,0.0
1007910377.1679314506,20230325,google,organic,0,1,0.0
1007910377.1679314506,20230326,google,organic,0,1,0.0
1007910377.1679314506,20230327,google,organic,0,1,0.0
1007998604.1676783808,20230219,ig,perfil,0,1,0.0
1008049912.1677557887,20230228,ig,perfil,0,1,0.0
100806097.1672654089,20230102,ig,perfil,0,1,0.0
1008124596.1679060586,20230317,google,organic,140,1,0.0
1008180383.1673954793,20230117,ig,perfil,129,1,0.0
1008190158.1675442816,20230203,FBADS,Feed_Story,0,1,0.0
100826843.1680250128,20230331,google,organic,41,1,0.0
1008335870.1677895944,20230303,ig,perfil,0,1,0.0
1008336461.1679971915,20230327,Others,00 18-55 | HM | SALVADOR | COMPORTAMENTO | FB E IG,0,1,0.0
1008392943.1672969565,20230105,ig,perfil,0,1,0.0
1008431632.1676455334,20230215,ig,perfil,0,1,0.0
1008442840.1675361888,20230202,(direct),(none),93,1,0.0
1008786735.1676747443,20230218,FBADS,REELS,0,1,0.0
1009163007.1680136827,20230329,Instagram_Stories,01 H-M | 18 - 55 | SUL/SULDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1009163831.1675014457,20230129,ig,perfil,497,1,0.0
1009518057.1673553597,20230112,ig,perfil,999,1,0.0
1009588457.1672940257,20230105,(direct),(none),0,1,0.0
1009588457.1672940257,20230107,(direct),(none),0,1,0.0
1009588457.1672940257,20230109,(direct),(none),0,1,0.0
1009588457.1672940257,20230110,(direct),(none),0,1,0.0
1009588457.1672940257,20230111,(direct),(none),0,1,0.0
1009588457.1672940257,20230112,(direct),(none),0,1,0.0
1009588457.1672940257,20230112,(direct),(none),1019,1,0.0
1009696625.1678133710,20230306,ig,perfil,11,1,0.0
1009713198.1673130174,20230107,(direct),(none),7,1,0.0
1009851522.1674668422,20230125,google,organic,1597,1,0.0
1010281199.1678388111,20230309,Instagram_Stories,01 H | 18-60 | SERGIPE | LAL 1% ENVOLVIMENTO 7D | IG - PURCHASE 30D,0,1,0.0
1010329874.1679606620,20230323,Facebook_Right_Column,00+18-55+|+HM+|+SALVADOR+|+COMPORTAMENTO+|+FB+E+IG,0,1,0.0
1010342776.1674500663,20230123,FBADS,Feed_Story,382,1,0.0
1010342776.1674500663,20230123,ig,perfil,287,1,0.0
1010342776.1674500663,20230207,ig,perfil,1023,1,0.0
1010622055.1674991535,20230129,IGShopping,Social,220,1,0.0
1010758626.1675389533,20230202,(direct),(none),196,1,0.0
1010823475.1676178532,20230212,facebook.com,referral,0,1,0.0
1010966565.1672558794,20230101,FBADS,Story,0,1,0.0
1011041370.1673925446,20230117,google,organic,58,1,0.0
1011109434.1680091451,20230329,google,organic,22,1,0.0
1011109434.1680091451,20230331,google,organic,0,1,0.0
101121985.1676899635,20230220,Instagram_Stories,[RMKT] Certeiro,0,1,0.0
101128832.1679952545,20230327,Instagram_Stories,01 H-M | 18 - 55 | SUL/SULDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1011388313.1674179186,20230119,(direct),(none),0,1,0.0
1011451929.1674063179,20230118,google,organic,313,1,0.0
1011493836.1677933003,20230304,l.instagram.com,referral,0,1,0.0
1011527598.1674495668,20230123,ig,perfil,0,1,0.0
1011612106.1679003034,20230316,google,organic,0,1,0.0
1011612106.1679003034,20230316,google,organic,53,1,0.0
101186854.1677868234,20230303,ig,perfil,5,1,0.0
1011943482.1668161969,20230216,ig,perfil,106,1,0.0
1012166859.1671411512,20230103,google,cpc,1,1,0.0
1012166859.1671411512,20230104,google,cpc,2806,1,0.0
1012166859.1671411512,20230111,google,cpc,26,1,0.0
1012166859.1671411512,20230111,google,cpc,3,1,0.0
1012166859.1671411512,20230111,google,cpc,416,1,0.0
1012166859.1671411512,20230111,google,cpc,570,1,0.0
101242078.1678998293,20230316,IGShopping,Social,0,1,0.0
101242078.1678998293,20230316,l.instagram.com,referral,16,1,0.0
101242078.1678998293,20230325,l.instagram.com,referral,70,1,0.0
1012425099.1680272626,20230331,Instagram_Stories,02 H-M | 18 - 55 | BRASIL | LAL PURCHASE 30D 1% I NORDESTE I FB e IG — Cópia,0,1,0.0
1012508068.1677632911,20230228,ig,perfil,0,1,0.0
1012559635.1676578459,20230216,ig,perfil,2799,1,130.0
1012615365.1675855841,20230208,ig,perfil,82,1,0.0
1012680765.1678380853,20230309,ig,perfil,69,1,0.0
1012700993.1676601621,20230216,(direct),(none),0,1,0.0
1012700993.1676601621,20230217,(direct),(none),10,1,0.0
1012700993.1676601621,20230221,(direct),(none),10,1,0.0
1012700993.1676601621,20230222,(direct),(none),0,1,0.0
1012700993.1676601621,20230222,(direct),(none),8,1,0.0
1012700993.1676601621,20230224,(direct),(none),4,1,0.0
1012700993.1676601621,20230225,(direct),(none),0,1,0.0
1012700993.1676601621,20230301,(direct),(none),90,1,0.0
1012700993.1676601621,20230303,(direct),(none),0,1,0.0
1012700993.1676601621,20230304,(direct),(none),0,1,0.0
1012700993.1676601621,20230307,(direct),(none),0,1,0.0
1012700993.1676601621,20230307,(direct),(none),4,1,0.0
1012700993.1676601621,20230308,(direct),(none),6,1,0.0
1012700993.1676601621,20230309,(direct),(none),11,1,0.0
1012700993.1676601621,20230315,(direct),(none),0,1,0.0
1012700993.1676601621,20230315,(direct),(none),170,1,0.0
1012700993.1676601621,20230315,(direct),(none),21,1,0.0
1012700993.1676601621,20230316,(direct),(none),45,1,0.0
1012700993.1676601621,20230319,(direct),(none),0,1,0.0
1012700993.1676601621,20230320,(direct),(none),29,1,0.0
1012700993.1676601621,20230322,(direct),(none),1283,1,0.0
1012700993.1676601621,20230322,(direct),(none),8,1,0.0
1012700993.1676601621,20230324,(direct),(none),6,1,0.0
1012700993.1676601621,20230327,(direct),(none),24,1,0.0
1012700993.1676601621,20230328,(direct),(none),22,1,0.0
1012700993.1676601621,20230328,(direct),(none),41,1,0.0
1012700993.1676601621,20230329,(direct),(none),0,1,0.0
1012700993.1676601621,20230329,(direct),(none),3,1,0.0
1012700993.1676601621,20230330,(direct),(none),0,1,0.0
1012700993.1676601621,20230330,(direct),(none),359,1,0.0
1012753108.1671570552,20230112,FBADS,Feed_Story,908,1,0.0
1012993695.1673276162,20230109,google,organic,0,1,0.0
1013124167.1679741238,20230325,l.instagram.com,referral,0,1,0.0
1013178447.1676557724,20230216,emailmkt,saldo-bazicash,255,1,0.0
1013548977.1676505967,20230215,insta,story,0,1,0.0
1013972362.1675979081,20230209,google,organic,58,1,0.0
1013972362.1675979081,20230302,emailmkt,saldo-bazicash,127,1,0.0
1013972362.1675979081,20230316,emailmkt,saldo-bazicash,0,1,0.0
1013972362.1675979081,20230330,google,organic,145,1,0.0
1013972362.1675979081,20230330,google,organic,19,1,0.0
1014060274.1677362383,20230225,ig,perfil,38,1,0.0
1014060274.1677362383,20230327,l.instagram.com,referral,0,1,0.0
1014268498.1676578800,20230216,IGShopping,Social,44,1,0.0
1014268498.1676578800,20230226,google,organic,41,1,0.0
1014298304.1679326702,20230320,FBADS,Feed,0,1,0.0
1014488135.1679786357,20230325,Instagram_Feed,01 H-M | 18 - 55 | SUL/SULDESTE | LAL 1% LISTA | IG E FB,8,1,0.0
1014572206.1678925536,20230315,youtube.com,referral,219,1,600.0
1014692415.1672701189,20230102,google,organic,99,1,0.0
1014751605.1679297067,20230320,facebook.com,referral,0,1,0.0
1014754747.1678923674,20230315,IGShopping,Social,27,1,0.0
1014754747.1678923674,20230324,l.instagram.com,referral,66,1,0.0
1014868928.1675200227,20230131,ig,perfil,0,1,0.0
1014872441.1676575702,20230216,FBADS,REELS,0,1,0.0
101525780.1679607018,20230323,Facebook_Right_Column,00+18-55+|+HM+|+SALVADOR+|+LAL1%+PURCHASE+|+FB+E+IG,0,1,0.0
1015377918.1676052594,20230210,(direct),(none),27,1,0.0
1015441872.1677609473,20230228,ig,perfil,0,1,0.0
101562035.1675737911,20230206,(direct),(none),0,1,0.0
1015753116.1672578371,20230101,ig,perfil,0,1,0.0
1016088067.1675441569,20230203,FBADS,Feed_Story,0,1,0.0
1016152606.1679876733,20230326,BenchmarkEmail,email,179,1,0.0
1016270504.1678735380,20230313,Instagram_Stories,01 H | 18-60 | SERGIPE | LAL 1% LISTA | IG - PURCHASE 30D,4,1,0.0
1016322202.1679281855,20230320,(direct),(none),16,1,0.0
1016322202.1679281855,20230326,(direct),(none),0,1,0.0
1016755485.1680188216,20230330,google,cpc,0,1,0.0
1016898811.1679937372,20230327,Instagram_Stories,01 H-M | 18 - 55 | SUL/SULDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1016944650.1672932688,20230105,ig,perfil,0,1,0.0
1017089286.1678716321,20230313,google,organic,64,1,0.0
1017089286.1678716321,20230316,BenchmarkEmail,email,0,1,0.0
1017089286.1678716321,20230317,sms,abaixo10,0,1,0.0
1017089286.1678716321,20230317,sms,abaixo10,328,1,0.0
1017089286.1678716321,20230320,google,organic,1111,1,0.0
1017089286.1678716321,20230320,google,organic,83,1,0.0
1017089286.1678716321,20230324,google,organic,163,1,0.0
1017089286.1678716321,20230324,google,organic,86,1,0.0
1017089286.1678716321,20230325,google,organic,579,1,0.0
1017089286.1678716321,20230326,google,organic,3654,1,0.0
1017089286.1678716321,20230329,google,organic,859,1,0.0
101740973.1679319708,20230320,Instagram_Reels,[RMKT] Certeiro,0,1,0.0
101740973.1679319708,20230321,l.instagram.com,referral,0,1,0.0
1017450605.1678208340,20230307,ig,perfil,14,1,0.0
1017496480.1676000502,20230210,Instagram_Feed,[RMKT] Certeiro,0,1,0.0
1017588505.1679076025,20230317,l.instagram.com,referral,0,1,0.0
1017623084.1680142934,20230329,l.instagram.com,referral,23,1,0.0
1017765810.1679805348,20230326,l.instagram.com,referral,0,1,0.0
1017913830.1672615257,20230101,ig,perfil,0,1,0.0
1018118065.1680056593,20230328,Others,00 18-55 | HM | SALVADOR | LAL1% PURCHASE | FB E IG,0,1,0.0
1018188539.1677261156,20230224,FBADS,Story,0,1,0.0
1018360423.1675113907,20230130,(direct),(none),0,1,0.0
1018360423.1675113907,20230130,ig,perfil,0,1,0.0
1018562285.1675102794,20230130,FBADS,Feed_Story,0,1,0.0
1018562285.1675102794,20230130,ig,perfil,90,1,0.0
1018720087.1672334171,20230105,FBADS,Feed_Story,59,1,0.0
1018720087.1672334171,20230107,FBADS,Feed,168,1,0.0
1018769652.1676422561,20230214,ig,perfil,610,1,0.0
1018769689.1677155778,20230223,(direct),(none),0,1,0.0
1018982650.1680192997,20230330,google,organic,0,1,0.0
1019143242.1675272916,20230201,FBADS,Feed_Story,0,1,0.0
101937452.1680259066,20230331,Facebook_Right_Column,02+H-M+|+18+-+55+|+BRASIL+|+LAL+PURCHASE+7D+3%+I+SUL/SUDESTE+I+FB+e+IG,0,1,0.0
1019536741.1679946623,20230327,(direct),(none),0,1,0.0
1019638254.1676683390,20230217,ig,perfil,702,1,0.0
1019819047.1674771479,20230126,ig,perfil,1209,1,0.0
1019857631.1668860326,20230122,ig,perfil,0,1,0.0
1020004689.1675279394,20230201,FBADS,Feed_Story,94,1,0.0
1020051939.1672612218,20230101,FBADS,Feed_Story,35,1,0.0
1020136583.1679940533,20230327,Instagram_Stories,01 H-M | 18 - 55 | NORDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1020136583.1679940533,20230328,l.instagram.com,referral,0,1,0.0
102047036.1680146145,20230330,Instagram_Feed,[RMKT] Certeiro,193,1,0.0
1020635645.1674253325,20230120,ig,perfil,0,1,0.0
102066687.1675181771,20230131,ig,perfil,681,1,0.0
1020746078.1673300132,20230109,ig,perfil,87,1,0.0
1020746078.1673300132,20230111,FBADS,Feed_Story,0,1,0.0
1020792618.1675218614,20230131,Facebook_Right_Column,[RMKT]+Certeiro,0,1,0.0
1021008547.1672519139,20230203,FBADS,Story,0,1,0.0
1021108117.1679666348,20230324,Facebook_Instream_Video,00 18-55 | HM | SALVADOR | COMPORTAMENTO | FB E IG,0,1,0.0
1021182467.1680147346,20230330,google,organic,718,1,0.0
1021385514.1679625806,20230323,l.instagram.com,referral,915,1,0.0
1021385514.1679625806,20230324,l.instagram.com,referral,58,1,0.0
1021482983.1675095827,20230130,(direct),(none),0,1,0.0
1021699651.1671910308,20230110,google,cpc,0,1,0.0
1021745619.1673711878,20230114,ig,perfil,29,1,0.0
1021784771.1679315786,20230320,google,organic,0,1,0.0
1021798137.1677189908,20230223,ig,perfil,0,1,0.0
1021812814.1676596156,20230216,ig,perfil,0,1,0.0
1021890140.1678474559,20230310,ig,perfil,0,1,0.0
1022098754.1680026845,20230328,(direct),(none),1361,1,0.0
1022127493.1678185039,20230307,ig,perfil,0,1,0.0
1022358356.1680123976,20230329,google,cpc,0,1,0.0
1022521591.1680194252,20230330,Facebook_Mobile_Feed,00 H-M | 18-55 | NORDESTE | INTERESSES,0,1,0.0
1022542001.1672685026,20230102,emailmkt,saldo-bazicash,85,1,0.0
1022614097.1678099757,20230306,ig,perfil,84,1,0.0
1022771013.1673108286,20230107,ig,perfil,91,1,0.0
1022961655.1674066471,20230118,ig,perfil,0,1,0.0
102297358.1674165516,20230119,google,organic,26,1,0.0
102297358.1674165516,20230119,google,organic,618,1,0.0
102297358.1674165516,20230226,google,organic,0,1,0.0
1023088680.1674881430,20230127,ig,perfil,67,1,0.0
1023126456.1675646586,20230205,ig,perfil,98,1,0.0
1023126456.1675646586,20230206,ig,perfil,0,1,0.0
1023126456.1675646586,20230206,ig,perfil,103,1,0.0
1023126456.1675646586,20230206,ig,perfil,134,1,0.0
1023126456.1675646586,20230206,ig,perfil,20,1,0.0
1023126456.1675646586,20230206,ig,perfil,346,1,0.0
1023126456.1675646586,20230206,ig,perfil,81,1,0.0
1023306860.1674914672,20230128,ig,perfil,0,1,0.0
1023430083.1675193646,20230131,(direct),(none),0,1,0.0
1023465580.1680173616,20230330,Instagram_Feed,01 H-M | 18 - 55 | NORDESTE | LAL 1% LISTA | IG E FB,80,1,0.0
1023523752.1678065911,20230305,ig,perfil,0,1,0.0
102358844.1675098619,20230130,(direct),(none),0,1,0.0
102358844.1675098619,20230316,l.instagram.com,referral,0,1,0.0
1023689480.1678584958,20230311,ig,perfil,0,1,0.0
1023784244.1675478219,20230203,ig,perfil,12,1,0.0
1023961803.1679337697,20230320,l.instagram.com,referral,10,1,0.0
1023961803.1679337697,20230321,FBADS,REELS,0,1,0.0
1024016880.1675175676,20230131,google,organic,0,1,0.0
1024040548.1673081848,20230107,ig,perfil,38,1,0.0
1024047341.1680185338,20230330,Instagram_Feed,01 H-M | 18 - 55 | NORDESTE | COMPORTAMENTO | IG E FB,0,1,0.0
1024258862.1679429606,20230321,google,organic,0,1,0.0
1024258862.1679429606,20230321,google,organic,77,1,0.0
1024418797.1673538532,20230112,google,organic,44,1,0.0
1024720056.1673214375,20230108,ig,perfil,33,1,0.0
1024947555.1679019286,20230316,(direct),(none),0,1,0.0
1024947555.1679019286,20230317,(direct),(none),0,1,0.0
1025033442.1674989995,20230129,google,organic,101,1,0.0
1025176001.1680086182,20230329,Instagram_Feed,00 18-55 | HM | SALVADOR | COMPORTAMENTO VIAJANTE | FB E IG,0,1,0.0
1025181124.1679012186,20230316,sms,abaixo10,0,1,0.0
1025237702.1675776056,20230207,emailmkt,saldo-bazicash,210,1,0.0
1025237702.1675776056,20230217,emailmkt,saldo-bazicash,0,1,0.0
10252540.1680222066,20230330,instagram.com,referral,247,1,277.0
1025443949.1674906758,20230128,ig,perfil,64,1,0.0
1025553304.1676416527,20230214,ig,perfil,20,1,0.0
1025553304.1676416527,20230225,FBADS,Feed,0,1,0.0
1025602445.1679958782,20230327,Instagram_Stories,01 H-M | 18 - 55 | NORDESTE | LAL 1% LISTA | IG E FB,183,1,0.0
1025938255.1673548358,20230112,google,organic,4,1,0.0
102618103.1672926824,20230105,ig,perfil,51,1,0.0
1026186575.1676390494,20230214,ig,perfil,4,1,0.0
1026186575.1676390494,20230214,ig,perfil,79,1,0.0
1026186575.1676390494,20230215,ig,perfil,6,1,0.0
1026186575.1676390494,20230215,ig,perfil,979,1,387.0
1026186575.1676390494,20230216,ig,perfil,3,1,0.0
1026186575.1676390494,20230216,ig,perfil,4,1,0.0
1026192282.1678973646,20230316,(direct),(none),0,1,0.0
1026192282.1678973646,20230316,(direct),(none),124,1,600.0
1026192282.1678973646,20230322,(direct),(none),0,1,0.0
1026192282.1678973646,20230327,(direct),(none),0,1,0.0
102624324.1679862390,20230326,Others,01 H-M | 18 - 55 | SUL/SULDESTE | LAL 1% LISTA | IG E FB,0,1,0.0
1026465702.1675135443,20230131,google,organic,0,1,0.0
1026465702.1675135443,20230131,google,organic,132,1,0.0
1026470359.1676506242,20230215,ig,perfil,0,1,0.0
1026683536.1672920706,20230105,FBADS,REELS,43,1,0.0
102683553.1675656665,20230206,FBADS,REELS,0,1,0.0
102683553.1675656665,20230207,ig,perfil,187,1,0.0
1026913875.1679605421,20230323,Facebook_Right_Column,01+H-M+|+18+-+55+|+NORDESTE+|+COMPORTAMENTO+|+IG+E+FB,0,1,0.0
1026982516.1675452355,20230203,FBADS,REELS,0,1,0.0
1027212115.1680245588,20230331,Facebook_Right_Column,02+H-M+|+18+-+55+|+BRASIL+|+LAL+PURCHASE+30D+1%+I+NORDESTE+I+FB+e+IG+—+Cópia,0,1,0.0
102743791.1675103109,20230130,(direct),(none),0,1,0.0
1027452142.1677673232,20230301,Instagram_Stories,[RMKT] Certeiro,0,1,0.0
1027620419.1673051095,20230106,ig,perfil,0,1,0.0
102792306.1675035614,20230129,ig,perfil,9,1,0.0
1028059992.1679106896,20230317,FBADS,REELS,145,1,0.0
1028140838.1679778967,20230325,Others,00 18-55 | HM | SALVADOR | LAL1% LISTA CLIENTES | FB E IG,0,1,0.0
1028436265.1678996185,20230316,(direct),(none),0,1,0.0
1028436265.1678996185,20230331,google,organic,0,1,0.0
1028493822.1676387741,20230214,IGShopping,Social,36,1,0.0
1028512939.1679628508,20230324,l.instagram.com,referral,210,1,0.0
1028595079.1678923884,20230315,google,organic,0,1,0.0
1028595079.1678923884,20230315,google,organic,57,1,0.0
1028639212.1672746850,20230103,ig,perfil,191,1,0.0
1028778789.1674349854,20230121,FBADS,Story,0,1,0.0
1028925195.1677583701,20230228,google,organic,0,1,0.0
1029129426.1674522824,20230123,google,organic,38,1,0.0
102919176.1678039773,20230305,google,organic,558,1,0.0
1029300211.1674068571,20230118,google,organic,0,1,0.0
1029300211.1674068571,20230118,google,organic,27,1,0.0
1029300211.1674068571,20230119,google,organic,0,1,0.0
1029417905.1680008500,20230328,Instagram_Stories,01 H-M | 18 - 55 | NORDESTE | COMPORTAMENTO | IG E FB,0,1,0.0
1029461651.1675630789,20230205,google,organic,69,1,0.0
1029745132.1675553584,20230204,FBADS,Feed_Story,28,1,0.0
1029745132.1675553584,20230207,ig,perfil,13,1,0.0
1029935306.1680286720,20230331,Instagram_Explore_Grid_Home,00 H-M | 18 - 55 | BRASIL | LAL PURCHASE 7D 1% I NORDESTE I FB e IG,0,1,0.0
1030127368.1677287835,20230224,ig,perfil,0,1,0.0
1030264809.1678439198,20230310,ig,perfil,0,1,0.0
1030376041.1679863280,20230326,Facebook_Mobile_Feed,00 18-55 | HM | SALVADOR | COMPORTAMENTO VIAJANTE | FB E IG,0,1,0.0
1030509645.1676045235,20230210,google,organic,143,1,0.0
1030509645.1676045235,20230216,google,organic,1718,1,0.0
103059652.1676815825,20230219,FBADS,REELS,0,1,0.0
1030676669.1672055190,20230104,FBADS,Feed_Story,0,1,0.0
1030752496.1679705546,20230324,l.instagram.com,referral,0,1,0.0
